LoyaltyCardID,Region,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
14069,Australia,Joy,L,Serrano,1973-02-17,M,F,joy15@adventure-works.com,70000.00,5,4,Bachelors,Professional,1,2,2333 Fillet Ave,NULL,1 (11) 500 555-0157,2013-08-27,0-1 Miles
14070,Australia,Ricky,S,Alonso,1964-05-09,S,M,ricky8@adventure-works.com,90000.00,2,0,Bachelors,Professional,1,1,946 Santa Barbara Rd.,NULL,1 (11) 500 555-0178,2012-08-17,2-5 Miles
14071,Australia,Jack,J,Li,1964-05-26,S,M,jack27@adventure-works.com,90000.00,2,0,Bachelors,Management,0,1,746 Cast Street,NULL,1 (11) 500 555-0150,2012-08-13,5-10 Miles
14072,Australia,Allen,NULL,Smith,1962-09-21,M,M,allen7@adventure-works.com,80000.00,1,0,Partial College,Skilled Manual,1,1,4458 Pine St.,NULL,1 (11) 500 555-0113,2013-07-23,5-10 Miles
14073,Australia,Gabriel,C,Alexander,1940-10-24,M,M,gabriel16@adventure-works.com,30000.00,2,0,Partial College,Clerical,0,2,1247 Violet Ct,NULL,1 (11) 500 555-0112,2013-02-13,0-1 Miles
14074,Australia,Barbara,NULL,Xu,1954-12-05,M,F,barbara36@adventure-works.com,10000.00,2,1,High School,Skilled Manual,1,2,P.O. Box 2851,NULL,1 (11) 500 555-0125,2013-05-12,0-1 Miles
14075,United States,Robert,A,Harris,1982-05-20,S,M,robert72@adventure-works.com,30000.00,0,0,High School,Skilled Manual,1,2,1393 Winterberry Ct.,NULL,311-555-0184,2013-04-23,5-10 Miles
14076,United States,Justin,J,Ross,1981-08-26,M,M,justin0@adventure-works.com,30000.00,0,0,High School,Skilled Manual,1,2,6912 Hamilton Avenue,NULL,605-555-0145,2013-05-03,5-10 Miles
14077,Canada,Bryan,NULL,Townsend,1981-10-11,S,M,bryan7@adventure-works.com,30000.00,0,0,High School,Skilled Manual,1,2,4997 North Civic Dr.,NULL,478-555-0190,2013-08-01,5-10 Miles
14078,Canada,Ryan,J,Alexander,1981-05-22,M,M,ryan22@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,5244 Black Walnut Ct.,NULL,120-555-0115,2013-01-18,5-10 Miles
14079,Canada,Lauren,J,Price,1981-09-11,S,F,lauren47@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,2812 East Lake Court,NULL,269-555-0123,2013-01-28,0-1 Miles
14080,United States,Cynthia,NULL,Srini,1981-11-16,S,F,cynthia13@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,274 Diane Ct,NULL,774-555-0185,2012-03-18,5-10 Miles
14081,United States,Nicole,J,Butler,1985-10-04,M,F,nicole63@adventure-works.com,30000.00,0,0,High School,Skilled Manual,1,2,1996 Sand Pointe Lane,NULL,946-555-0142,2012-03-22,5-10 Miles
14082,United States,Johnny,L,Jai,1985-11-03,S,M,johnny12@adventure-works.com,30000.00,0,0,High School,Skilled Manual,0,2,1289 Mt. Dias Blv.,NULL,861-555-0113,2013-12-14,0-1 Miles
14083,United States,Nathan,NULL,Lopez,1986-05-03,M,M,nathan49@adventure-works.com,30000.00,0,0,High School,Skilled Manual,1,2,748 Whitehall Drive,NULL,239-555-0122,2012-03-12,5-10 Miles
14084,Canada,Robert,L,Lal,1985-11-03,S,M,robert41@adventure-works.com,30000.00,0,0,High School,Skilled Manual,0,2,1289 Mt. Dias Blv.,NULL,130-555-0176,2013-05-04,0-1 Miles
14085,United States,Nathan,W,Garcia,1985-08-30,M,M,nathan74@adventure-works.com,30000.00,0,0,High School,Skilled Manual,0,2,2813 A St.,NULL,952-555-0168,2013-04-24,0-1 Miles
14086,Australia,Maurice,L,Chander,1951-08-20,M,M,maurice16@adventure-works.com,10000.00,5,0,High School,Skilled Manual,0,2,849 Donegal Road,NULL,1 (11) 500 555-0115,2013-10-22,0-1 Miles
14087,Australia,Harold,K,Garcia,1942-11-02,S,M,harold12@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,5980 Icicle Circle,Unit H,1 (11) 500 555-0118,2013-02-08,5-10 Miles
14088,United States,Alexandra,NULL,Lopez,1983-11-22,S,F,alexandra62@adventure-works.com,30000.00,0,0,Partial High School,Clerical,1,2,2541 Waterview Place,NULL,142-555-0119,2012-03-12,5-10 Miles
14089,United States,Kaitlyn,L,Gray,1984-04-07,S,F,kaitlyn62@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,8778 So. Silver Spring,NULL,543-555-0126,2012-03-10,0-1 Miles
14090,United States,Jennifer,NULL,Lewis,1983-04-15,M,F,jennifer48@adventure-works.com,30000.00,0,0,Partial High School,Clerical,0,2,2119 Virginia Hills,NULL,387-555-0170,2013-04-30,0-1 Miles
14091,Canada,Logan,A,Thomas,1983-02-10,S,M,logan62@adventure-works.com,30000.00,0,0,Partial High School,Clerical,0,2,2524 Coggins Drive,NULL,990-555-0184,2013-01-31,0-1 Miles
14092,United States,Maurice,NULL,Nath,1983-05-24,S,M,maurice19@adventure-works.com,30000.00,0,0,Partial High School,Clerical,1,2,9918 Scramble Rd.,NULL,145-555-0174,2013-09-08,5-10 Miles
14093,United States,Jillian,J,Arthur,1982-10-17,S,F,jillian7@adventure-works.com,30000.00,0,0,Partial High School,Clerical,1,2,2860 Brentwood Circle,NULL,586-555-0114,2013-08-23,5-10 Miles
14094,United States,Amanda,NULL,Russell,1982-11-07,S,F,amanda41@adventure-works.com,40000.00,0,0,High School,Skilled Manual,0,2,220 Rambling Rose Ave.,# 103,486-555-0161,2013-04-26,0-1 Miles
14095,United States,Paige,NULL,Griffin,1982-03-10,M,F,paige20@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,5749 Esperanza,NULL,885-555-0148,2012-04-29,5-10 Miles
14096,Canada,Samuel,D,Green,1985-02-16,S,M,samuel45@adventure-works.com,30000.00,0,0,Partial High School,Clerical,0,2,7709 Redhead Way,NULL,652-555-0148,2013-06-11,0-1 Miles
14097,United States,Johnathan,NULL,Srini,1985-03-25,M,M,johnathan10@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,8315 Near Ct.,NULL,767-555-0193,2013-07-25,5-10 Miles
14098,United States,Allison,D,Lopez,1984-10-21,M,F,allison44@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,9941 Clyde Street,NULL,972-555-0156,2012-04-11,5-10 Miles
14099,Australia,Rafael,NULL,Lin,1945-05-23,M,M,rafael8@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,5265 Lorraine Ave.,NULL,1 (11) 500 555-0159,2013-03-17,0-1 Miles
14100,Australia,Alisha,NULL,Xu,1952-05-15,M,F,alisha29@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,551 Almond Ave,NULL,1 (11) 500 555-0178,2013-06-12,5-10 Miles
14101,Australia,Franklin,A,Lal,1948-03-10,M,M,franklin26@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,"9, rue Saint-Lazare",NULL,1 (11) 500 555-0146,2012-08-27,0-1 Miles
14102,Australia,Lisa,L,Huang,1947-08-27,S,F,lisa9@adventure-works.com,60000.00,2,0,Graduate Degree,Management,1,1,9762 Alvecedo,NULL,1 (11) 500 555-0168,2012-08-16,5-10 Miles
14103,Australia,Monique,W,Blanco,1949-04-04,S,F,monique12@adventure-works.com,40000.00,2,0,Bachelors,Management,1,2,6658 Rheem Blvd,NULL,1 (11) 500 555-0125,2012-08-03,5-10 Miles
14104,United States,Sydney,M,James,1982-02-14,S,F,sydney18@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,2257 Gate Drive,NULL,928-555-0156,2012-04-02,1-2 Miles
14105,United States,Jackson,NULL,Zhang,1982-06-03,S,M,jackson25@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,9532 Clay Rd,NULL,739-555-0115,2012-04-06,1-2 Miles
14106,United States,Melissa,NULL,Hughes,1981-07-12,S,F,melissa6@adventure-works.com,40000.00,0,0,Partial College,Skilled Manual,0,1,9391 80th St,NULL,976-555-0182,2012-04-26,1-2 Miles
14107,Canada,Alexandra,J,Garcia,1981-01-20,S,F,alexandra80@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,6014 La Vista Circle,NULL,502-555-0184,2013-03-19,5-10 Miles
14108,Canada,Thomas,A,Yang,1980-10-04,S,M,thomas30@adventure-works.com,40000.00,0,0,High School,Skilled Manual,1,2,9884 S. Villa Way,NULL,507-555-0173,2013-04-08,5-10 Miles
14109,United States,Aidan,G,Gonzales,1980-02-20,M,M,aidan18@adventure-works.com,30000.00,0,0,Partial College,Skilled Manual,0,1,4829 D St.,NULL,603-555-0189,2012-04-28,1-2 Miles
14110,Canada,Dakota,T,Simmons,1978-12-09,S,M,dakota12@adventure-works.com,60000.00,0,0,Partial College,Skilled Manual,0,1,8206 Green Valley Road,NULL,209-555-0174,2013-04-23,1-2 Miles
14111,United States,Michael,K,Anderson,1978-05-22,S,M,michael42@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,0,2,7403 N. Broadway,NULL,306-555-0141,2013-07-31,0-1 Miles
14112,United States,Charles,W,Sanchez,1978-05-06,S,M,charles65@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,0,2,9161 Napa St.,NULL,612-555-0177,2012-05-04,5-10 Miles
14113,United States,Natalie,L,Lopez,1977-10-20,S,F,natalie64@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,0,2,9590 Rahn Court,NULL,421-555-0147,2013-05-07,0-1 Miles
14114,United States,Chloe,C,Martin,1977-07-06,M,F,chloe25@adventure-works.com,70000.00,0,0,Partial College,Skilled Manual,0,2,4215 Arleda Lane,NULL,989-555-0160,2014-01-28,0-1 Miles
14115,United States,Samantha,NULL,Gonzales,1983-06-01,S,F,samantha39@adventure-works.com,80000.00,0,0,Bachelors,Management,0,1,406 Countrywood Ct.,NULL,701-555-0179,2012-05-06,1-2 Miles
14116,United States,Brianna,M,Torres,1973-08-17,S,F,brianna40@adventure-works.com,80000.00,0,0,Bachelors,Management,0,1,6152 Buckingham Dr.,NULL,617-555-0112,2012-05-22,0-1 Miles
14117,United States,Emma,G,Cook,1974-04-22,S,F,emma29@adventure-works.com,80000.00,0,0,Bachelors,Management,0,1,8067 Olympic Drive,NULL,746-555-0112,2012-05-26,1-2 Miles
14118,Canada,Elizabeth,E,Ross,1978-07-10,S,F,elizabeth33@adventure-works.com,100000.00,1,0,Bachelors,Management,1,2,9682 Bon Homme Way,NULL,436-555-0128,2013-04-30,1-2 Miles
14119,Canada,Paige,NULL,Cooper,1972-12-08,S,F,paige32@adventure-works.com,110000.00,0,1,Graduate Degree,Management,1,1,3998 Bouncing Road,NULL,336-555-0181,2013-04-24,10+ Miles
14120,United States,Gabrielle,S,Cooper,1972-12-14,M,F,gabrielle9@adventure-works.com,120000.00,0,1,Bachelors,Management,1,2,3467 Monetary Way,NULL,357-555-0151,2012-05-22,1-2 Miles
14121,United States,Devon,NULL,Goel,1973-01-09,S,M,devon16@adventure-works.com,130000.00,0,0,Graduate Degree,Management,0,2,1318 Lasalle Street,NULL,302-555-0194,2012-05-29,0-1 Miles
14122,United States,Kaitlyn,NULL,Miller,1953-02-09,M,F,kaitlyn28@adventure-works.com,80000.00,5,0,Bachelors,Management,1,2,1692 Alpine Rd.,NULL,828-555-0161,2013-04-16,5-10 Miles
14123,Australia,Erick,E,Mehta,1985-06-09,M,M,erick13@adventure-works.com,10000.00,0,0,Partial College,Manual,1,1,2338 Mozden Lane,Unit B,1 (11) 500 555-0198,2013-03-21,2-5 Miles
14124,Australia,Justin,NULL,Li,1986-03-11,M,M,justin23@adventure-works.com,10000.00,0,0,Partial College,Manual,0,1,1901 Missing Canyon Court,NULL,1 (11) 500 555-0113,2013-04-28,0-1 Miles
14125,Australia,Shane,Y,Gonzalez,1983-11-16,S,M,shane21@adventure-works.com,10000.00,0,0,Partial College,Manual,1,1,9293 Mt. Washington Way,NULL,1 (11) 500 555-0117,2012-08-20,2-5 Miles
14126,Australia,Andy,L,Dominguez,1984-04-11,M,M,andy17@adventure-works.com,10000.00,0,0,Partial College,Manual,0,1,369 Roslyn Drive,NULL,1 (11) 500 555-0170,2013-02-27,1-2 Miles
14127,Australia,Lacey,L,Zhang,1981-08-07,M,F,lacey12@adventure-works.com,10000.00,0,0,High School,Manual,1,2,6085 B Wildbrook Ct.,NULL,1 (11) 500 555-0189,2012-08-12,0-1 Miles
14128,Australia,Ian,W,Harris,1984-07-19,S,M,ian13@adventure-works.com,10000.00,1,1,High School,Manual,0,0,3859 Anyway Street,NULL,1 (11) 500 555-0194,2012-08-13,1-2 Miles
14129,Australia,Monica,A,Martinez,1985-04-16,M,F,monica17@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,9018 Vallet Crest Drive,NULL,1 (11) 500 555-0162,2012-08-01,0-1 Miles
14130,Australia,Rebekah,NULL,Serrano,1984-09-10,M,F,rebekah36@adventure-works.com,20000.00,0,0,Bachelors,Clerical,0,0,9037 Valley High Dr.,NULL,1 (11) 500 555-0118,2012-08-03,0-1 Miles
14131,Australia,Javier,NULL,Navarro,1984-02-13,M,M,javier4@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,5671 Dimaggio Way,NULL,1 (11) 500 555-0169,2012-08-08,0-1 Miles
14132,Australia,Brandon,NULL,Ross,1982-07-20,S,M,brandon1@adventure-works.com,10000.00,1,1,High School,Manual,0,0,4657 Price Lane,NULL,1 (11) 500 555-0187,2012-08-16,1-2 Miles
14133,Australia,Ricardo,K,Kumar,1983-05-16,S,M,ricardo7@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,4496 Hurlstone Ct.,NULL,1 (11) 500 555-0119,2012-08-11,0-1 Miles
14134,Australia,Cassandra,C,Fernandez,1982-12-11,S,F,cassandra17@adventure-works.com,20000.00,0,0,Partial College,Manual,0,0,8598 Sharon Dr.,NULL,1 (11) 500 555-0138,2012-08-01,0-1 Miles
14135,France,Clayton,NULL,Xie,1949-02-06,M,M,clayton23@adventure-works.com,20000.00,1,0,Partial College,Manual,1,0,"1, rue de la Cavalerie",NULL,1 (11) 500 555-0145,2013-04-18,1-2 Miles
14136,France,Louis,NULL,She,1948-10-02,M,M,louis17@adventure-works.com,20000.00,2,0,Partial College,Manual,1,0,"112, boulevard Tremblay",NULL,1 (11) 500 555-0125,2013-05-23,0-1 Miles
14137,Germany,Joy,A,Ruiz,1949-04-04,M,F,joy3@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,Erftplatz 9,NULL,1 (11) 500 555-0144,2011-06-27,0-1 Miles
14138,Germany,Vincent,M,He,1949-04-14,S,M,vincent18@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,Wolfgangstraße 48,NULL,1 (11) 500 555-0124,2011-06-05,1-2 Miles
14139,Germany,Meredith,NULL,Sai,1966-09-22,M,F,meredith4@adventure-works.com,30000.00,4,0,Graduate Degree,Clerical,1,0,Parkstr 4852,NULL,1 (11) 500 555-0158,2011-06-30,0-1 Miles
14140,Germany,Meagan,NULL,Sai,1967-01-05,M,F,meagan6@adventure-works.com,30000.00,4,0,Graduate Degree,Clerical,1,0,Helsenbergbogen 6,NULL,1 (11) 500 555-0142,2011-06-06,0-1 Miles
14141,France,Ana,NULL,Bryant,1965-12-09,S,F,ana16@adventure-works.com,10000.00,1,1,High School,Manual,0,1,"4212, rue Saint-Lazare",NULL,1 (11) 500 555-0113,2012-02-19,1-2 Miles
14142,Germany,Damien,A,Zheng,1966-03-13,M,M,damien15@adventure-works.com,10000.00,1,1,High School,Manual,1,1,3951 Panoramic Avenue,NULL,1 (11) 500 555-0123,2013-10-29,2-5 Miles
14143,United Kingdom,Jill,NULL,Sandoval,1971-03-10,S,F,jill28@adventure-works.com,20000.00,1,1,Partial College,Manual,0,0,5901 F Mt Hood Circle,NULL,1 (11) 500 555-0197,2013-04-12,0-1 Miles
14144,France,Lee,A,Gutierrez,1965-04-09,M,M,lee9@adventure-works.com,10000.00,1,1,High School,Manual,1,1,"1, rue de la Centenaire",NULL,1 (11) 500 555-0177,2013-10-25,2-5 Miles
14145,France,Jessie,J,Ye,1964-08-14,S,M,jessie14@adventure-works.com,10000.00,1,1,High School,Manual,0,1,"3669, rue des Pyrenees",NULL,1 (11) 500 555-0178,2013-02-06,1-2 Miles
14146,United Kingdom,Toni,E,Sara,1965-01-18,M,F,toni10@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,3768 Door Way,NULL,1 (11) 500 555-0160,2011-04-19,2-5 Miles
14147,Germany,Marcus,M,Rivera,1963-09-14,M,M,marcus83@adventure-works.com,30000.00,1,0,Graduate Degree,Clerical,1,0,Zimmerstr 311,NULL,1 (11) 500 555-0129,2011-07-30,0-1 Miles
14148,Germany,Shaun,L,Sharma,1963-09-09,M,M,shaun10@adventure-works.com,30000.00,1,0,Graduate Degree,Clerical,1,0,Unter Linden 924,NULL,1 (11) 500 555-0121,2011-08-27,0-1 Miles
14149,Germany,Donald,NULL,Srini,1977-04-22,M,M,donald10@adventure-works.com,30000.00,3,0,Bachelors,Clerical,1,0,Zur Lindung 4,NULL,1 (11) 500 555-0118,2011-08-11,0-1 Miles
14150,United Kingdom,Billy,J,Munoz,1964-08-20,M,M,billy9@adventure-works.com,30000.00,3,0,Bachelors,Clerical,1,0,4650 Franklin Canyon Road,NULL,1 (11) 500 555-0127,2011-04-09,0-1 Miles
14151,France,Marie,E,Martin,1981-10-22,S,F,marie24@adventure-works.com,10000.00,2,2,High School,Manual,1,0,"35, route de Marseille",NULL,1 (11) 500 555-0164,2013-09-16,0-1 Miles
14152,France,Luke,NULL,Turner,1975-09-07,S,M,luke36@adventure-works.com,20000.00,0,0,Partial College,Manual,0,1,"1, rue de Maubeuge",NULL,1 (11) 500 555-0117,2013-07-25,2-5 Miles
14153,Germany,Dylan,NULL,Lewis,1976-05-13,S,M,dylan51@adventure-works.com,20000.00,0,0,Partial College,Manual,0,1,Zeiter Weg 9922,NULL,1 (11) 500 555-0177,2013-05-11,2-5 Miles
14154,France,Willie,R,Gao,1981-10-05,M,M,willie13@adventure-works.com,30000.00,0,0,Bachelors,Clerical,1,0,"9, avenue des Laurentides",NULL,1 (11) 500 555-0164,2012-02-25,0-1 Miles
14155,United Kingdom,Olivia,L,Morris,1981-09-06,M,F,olivia26@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,708 Bonifacio,NULL,1 (11) 500 555-0162,2011-04-28,0-1 Miles
14156,United Kingdom,Preston,L,Gonzalez,1974-11-15,S,M,preston16@adventure-works.com,20000.00,0,0,Partial College,Manual,0,1,8874 Dallas Drive,NULL,1 (11) 500 555-0121,2013-02-10,0-1 Miles
14157,United Kingdom,Willie,J,Xu,1980-04-10,S,M,willie10@adventure-works.com,30000.00,0,0,Bachelors,Clerical,1,0,6703 Corte Poquito,NULL,1 (11) 500 555-0139,2011-04-10,0-1 Miles
14158,United Kingdom,Craig,N,Moreno,1974-08-04,S,M,craig7@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,8033 Brook Street,NULL,1 (11) 500 555-0119,2011-04-08,0-1 Miles
14159,United Kingdom,Jay,NULL,Malhotra,1980-11-08,S,M,jay11@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,3230 Buchanan Rd.,NULL,1 (11) 500 555-0136,2011-04-07,0-1 Miles
14160,Germany,Brittney,NULL,Hu,1975-01-02,M,F,brittney19@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,Galeriestr 619,NULL,1 (11) 500 555-0155,2011-08-23,0-1 Miles
14161,Germany,Claudia,J,Li,1974-08-02,S,F,claudia2@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,Waldstr 9,NULL,1 (11) 500 555-0187,2011-08-04,0-1 Miles
14162,Germany,Brett,NULL,Garcia,1975-05-18,M,M,brett14@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,Charlottenstr 29828,NULL,1 (11) 500 555-0175,2011-08-10,0-1 Miles
14163,Germany,Ebony,S,Garcia,1975-04-22,M,F,ebony15@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,Rehstr 7346,NULL,1 (11) 500 555-0165,2011-08-19,0-1 Miles
14164,Germany,Kari,A,Smith,1980-11-08,S,F,kari9@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,Alderstr 3981,NULL,1 (11) 500 555-0151,2011-08-13,0-1 Miles
14165,United Kingdom,Natalie,L,Gray,1974-10-26,S,F,natalie18@adventure-works.com,50000.00,0,0,Graduate Degree,Skilled Manual,1,0,3413 Sequoia Woods Pl.,NULL,1 (11) 500 555-0114,2011-04-20,0-1 Miles
14166,France,Elizabeth,I,Jenkins,1928-04-09,M,F,elizabeth36@adventure-works.com,10000.00,3,0,Bachelors,Clerical,0,2,"785, rue de Varenne",NULL,1 (11) 500 555-0178,2013-02-14,0-1 Miles
14167,Germany,Pamela,M,Subram,1956-09-29,S,F,pamela16@adventure-works.com,10000.00,3,0,Partial College,Manual,1,2,Pappelallee 229,NULL,1 (11) 500 555-0199,2011-08-14,0-1 Miles
14168,France,Edwin,M,Guo,1957-03-24,M,M,edwin18@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,"191, avenue Reille",NULL,1 (11) 500 555-0131,2014-01-25,0-1 Miles
14169,France,Carmen,E,Martinez,1979-04-13,S,F,carmen2@adventure-works.com,10000.00,3,3,High School,Manual,1,0,"965, rue Philibert-Delorme",NULL,1 (11) 500 555-0126,2012-02-13,0-1 Miles
14170,France,Rebekah,J,Moreno,1974-05-02,S,F,rebekah26@adventure-works.com,10000.00,3,3,High School,Manual,1,0,3697 W St.,NULL,1 (11) 500 555-0129,2012-03-07,0-1 Miles
14171,Germany,Michele,A,Lal,1950-03-05,S,F,michele9@adventure-works.com,90000.00,5,0,Partial College,Professional,0,2,Königsteiner Straße 449,NULL,1 (11) 500 555-0152,2011-08-08,2-5 Miles
14172,United Kingdom,Carla,NULL,Garcia,1949-10-19,S,F,carla17@adventure-works.com,130000.00,3,4,Bachelors,Management,0,4,1760 Double Court,NULL,1 (11) 500 555-0139,2013-04-09,0-1 Miles
14173,France,Tonya,NULL,Shan,1950-10-19,M,F,tonya10@adventure-works.com,70000.00,5,1,High School,Professional,1,3,"88, rue Georges-Clémenceau",NULL,1 (11) 500 555-0114,2013-05-25,10+ Miles
14174,Germany,Alberto,A,Diaz,1956-09-04,M,M,alberto4@adventure-works.com,70000.00,5,1,High School,Professional,1,3,Celler Weg 3040,Verkaufsabteilung,1 (11) 500 555-0161,2013-02-22,10+ Miles
14175,United Kingdom,Cynthia,NULL,Mehta,1950-11-17,M,F,cynthia19@adventure-works.com,110000.00,3,4,Bachelors,Management,1,4,4513 Terry Lynn Lane,NULL,1 (11) 500 555-0162,2013-08-17,5-10 Miles
14176,France,Mindy,NULL,Rai,1951-09-05,M,F,mindy22@adventure-works.com,80000.00,5,0,Partial College,Professional,0,2,"99, avenue du Président-Kennedy",NULL,1 (11) 500 555-0123,2013-06-10,2-5 Miles
14177,France,Kenneth,K,Nara,1951-11-19,M,M,kenneth13@adventure-works.com,80000.00,5,0,Partial College,Professional,0,2,"34, route de Marseille",NULL,1 (11) 500 555-0110,2013-12-08,2-5 Miles
14178,France,Katie,NULL,Raje,1952-03-14,S,F,katie16@adventure-works.com,90000.00,5,0,Partial College,Professional,0,2,"8, avenue de Norvege",NULL,1 (11) 500 555-0136,2013-11-24,10+ Miles
14179,Germany,Claudia,J,Xu,1957-04-22,S,F,claudia11@adventure-works.com,100000.00,2,3,Bachelors,Management,1,4,Lützowplatz 5538,NULL,1 (11) 500 555-0140,2014-01-14,10+ Miles
14180,Germany,Henry,NULL,Patel,1951-11-02,M,M,henry5@adventure-works.com,100000.00,2,3,Bachelors,Management,1,4,Kulmer Straße 4600,NULL,1 (11) 500 555-0199,2013-05-09,10+ Miles
14181,Germany,Adriana,NULL,Chandra,1952-05-31,M,F,adriana2@adventure-works.com,100000.00,3,4,Bachelors,Management,1,0,Hüttenstr 9005,NULL,1 (11) 500 555-0119,2011-08-24,10+ Miles
14182,Germany,Steve,A,Lin,1965-09-16,M,M,steve11@adventure-works.com,110000.00,3,4,Partial College,Professional,1,4,Zollstr 28,NULL,1 (11) 500 555-0182,2013-09-02,10+ Miles
14183,United Kingdom,Robyn,M,Carlson,1964-10-13,S,F,robyn14@adventure-works.com,130000.00,0,5,Partial College,Professional,0,3,2128 Birchbark Place,NULL,1 (11) 500 555-0172,2011-04-10,0-1 Miles
14184,United Kingdom,Caleb,NULL,Jenkins,1970-04-22,M,M,caleb3@adventure-works.com,170000.00,0,5,Bachelors,Management,1,2,1082 Selena Court,NULL,1 (11) 500 555-0170,2013-04-04,0-1 Miles
14185,France,Frank,NULL,Vazquez,1958-05-19,S,M,frank22@adventure-works.com,80000.00,4,1,Partial College,Professional,1,2,"5, avenue de la Gare",NULL,1 (11) 500 555-0124,2012-03-17,10+ Miles
14186,France,Katrina,K,Tang,1957-12-24,M,F,katrina3@adventure-works.com,80000.00,4,1,Partial College,Professional,1,2,"25, avenue Reille",NULL,1 (11) 500 555-0133,2012-03-20,10+ Miles
14187,Germany,Eugene,N,Lu,1958-03-24,M,M,eugene15@adventure-works.com,100000.00,3,4,Partial College,Professional,1,4,Galeriestr 28,NULL,1 (11) 500 555-0120,2013-12-07,2-5 Miles
14188,France,Meagan,I,Sanchez,1957-05-06,M,F,meagan18@adventure-works.com,80000.00,4,1,High School,Professional,1,3,"123, rue Mazagran",NULL,1 (11) 500 555-0167,2013-07-20,10+ Miles
14189,Germany,Krista,E,Martin,1957-02-28,M,F,krista0@adventure-works.com,90000.00,4,1,High School,Professional,0,2,Bundesallee 9511,NULL,1 (11) 500 555-0160,2011-08-17,2-5 Miles
14190,Germany,Candace,D,Patel,1956-11-19,M,F,candace2@adventure-works.com,90000.00,4,1,High School,Professional,1,3,Kalkweg 4425,NULL,1 (11) 500 555-0152,2013-07-16,2-5 Miles
14191,United Kingdom,Derrick,NULL,Martin,1962-01-11,M,M,derrick0@adventure-works.com,160000.00,4,5,Partial College,Professional,0,2,6772 Northstar Drive,NULL,1 (11) 500 555-0134,2011-04-11,10+ Miles
14192,France,Ronald,NULL,Kapoor,1956-02-20,M,M,ronald3@adventure-works.com,90000.00,4,1,High School,Management,1,3,"14, boulevard Tremblay",NULL,1 (11) 500 555-0125,2012-03-21,5-10 Miles
14193,Germany,Pamela,NULL,Vance,1956-01-31,S,F,pamela7@adventure-works.com,100000.00,3,4,Partial College,Management,1,4,Am Kreuz 409,NULL,1 (11) 500 555-0151,2013-05-23,10+ Miles
14194,United Kingdom,Cassie,R,Rai,1955-07-26,M,F,cassie16@adventure-works.com,120000.00,4,5,Partial College,Management,0,3,3260 Marsh Meadow Way,NULL,1 (11) 500 555-0114,2013-03-13,10+ Miles
14195,United Kingdom,Clinton,J,Blanco,1955-11-01,S,M,clinton12@adventure-works.com,130000.00,4,5,High School,Management,0,3,4911 Leonard Ct.,NULL,1 (11) 500 555-0116,2011-04-22,0-1 Miles
14196,United Kingdom,Felicia,R,Dominguez,1956-04-02,M,F,felicia12@adventure-works.com,160000.00,3,5,Partial College,Management,0,3,6566 Jamie Way,NULL,1 (11) 500 555-0183,2013-04-13,10+ Miles
14197,Germany,Frank,C,Gill,1960-01-30,M,M,frank21@adventure-works.com,100000.00,3,4,Partial College,Management,1,4,Hans-Rosenthal-Platz 41,NULL,1 (11) 500 555-0154,2013-10-08,5-10 Miles
